did,name,nr_attr,desc,feats
42809,kits,1000,,"f2254, f13721, f19540, f21933, f8984, f27305, f26475, f6212, f15697, f4706, f19323, f11061, f16969, f15289, f18238, f104"
910,fri_c1_1000_10,10,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"oz3, oz4, oz5, oz7, oz10, oz8, oz6, oz9, binaryClass, oz2, oz1"
45604,dummy,6,randomly create description,"X0, X2, X1, X3, X5, X4, y"
46562,German-Credit-Data-Creditability-Preprocessed-Dataset,33,Dataset is uploaded from kaggle. https://www.kaggle.com/datasets/mpwolke/cusersmarildownloadsgermancsv/data,"age_years, sex_marital_status_3, occupation_3, telephone, purpose_2, purpose_8, creditability, occupation_2, purpose_10,"
46416,Creditability-German-Credit-Data,20,"Dataset is uploaded from kaggle, see citation for the link.","occupation, age_years, telephone, creditability, credit_amount, value_savings_stocks, guarantors, payment_status_of_prev"
43097,students_scores,7,This is a dataset about the actors and actresses that have voice characters in Disney movies,"writing.score, parental.level.of.education, race.ethnicity, lunch, math.score, reading.score, gender, test.preparation.c"
43255,1StudentPerfromance,7,#StudentPerfromance,"math score, reading score, parental level of education, lunch, test preparation course, writing score, race/ethnicity, g"
1016,vowel,12,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Feature 3, Feature 7, Feature 9, Speaker Number, Feature 0, Feature 1, Sex, Feature 4, Train or Test, Feature 6, Feature"
40693,xd6,9,"**Author**: Unknown **Source**: [PMLB](https://github.com/EpistasisLab/penn-ml-benchmarks/tree/master/datasets/classification) - Supposedly originates from UCI, but can't find it t","Attribute_2, Attribute_8, Attribute_9, Attribute_1, Attribute_6, class, Attribute_5, Attribute_4, Attribute_3, Attribute"
50,tic-tac-toe,9,**Author**: David W. Aha **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Tic-Tac-Toe+Endgame) - 1991 **Please cite**: [UCI](http://archive.ics.uci.edu/ml/citation_policy.,"bottom-left-square, middle-middle-square, top-middle-square, top-left-square, Class, middle-left-square, bottom-middle-s"
841,stock,9,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"company1, company2, company3, company9, company6, company8, company5, company4, binaryClass, company7"
1233,eating,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: eating,"pcm_fftMag_fband1000-4000_sma_qregc1, pcm_fftMag_fband250-650_sma_iqr1-2, audSpec_Rfilt_sma_de[3]_stddevRisingSlope, aud"
311,oil_spill,49,"**Author**: **Source**: Unknown - **Please cite**: Oil dataset Past Usage: 1. Kubat, M., Holte, R.,","attr19, attr17, attr30, attr20, attr36, attr3, attr9, attr13, attr44, attr11, attr1, attr10, attr16, attr26, attr48, att"
45939,132,3,adas,"V3, V2, V1, Set"
43941,anneal,38,,"bt, jurofm, p, ferro, bore, bw%2Fme, carbon, marvi, width, surface-finish, s, thick, len, class, cbond, shape, m, bl, fo"
970,analcatdata_authorship,70,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"but, a, more, do, for, all, its, or, should, this, who, had, up, will, when, only, be, into, as, every, are, even, has, "
469,analcatdata_dmft,4,"**Author**: Unknown **Source**: [Jeffrey S. Simonoff](http://people.stern.nyu.edu/jsimonof/AnalCatData/Data/) - 2003 **Please cite**: Jeffrey S. Simonoff, Analyzing Categorical Dat","DMFT.Begin, Ethnic, Gender, Prevention, DMFT.End"
839,kdd_el_nino-small,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"humidity, mer_winds, air_temp, buoy, day, zon_winds, latitude, longitude, binaryClass"
46505,total_score,10,This dataset is designed to evaluate companies based on quality and valuation metrics.,"net debt / ebit, roe, ev/fcf, total_score, operating margin, croic, p/fcf, gross margin, company, revenues, mcap"
45712,doa_bwin_balanced,13,The balanced dataset of the doa_bwin dataset (ID:45711) using the SMOTE algorithm in the R-Package themis. This dataset represents a 50:50 split between the classes of the DV varia,"CountryID, ageRDATE, Zp2stakeSD1m, p2net, DV, Zp2bpd1m, Gender, p2sumday, p2bpd, p2sumstake, Zp2stakeslope1m, p2intvday,"
1451,PieChart1,37,"**Author**: Hans Bauer Jesus"",""Deter Bergman **Source**: Unknown - Date unknown **Please cite**: pie chart 1","a, ab, p, e, r, c, t, d, k, ag, s, af, ah, ai, ad, v, b, aa, o, m, ac, z, def, g, u, aj, i, ae, l, ak, j, am, h, an, al,"
1023,soybean,35,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"area-damaged, mold-growth, seed-tmt, date, fruiting-bodies, mycelium, leafspots-halo, germination, plant-growth, lodging"
46584,Student_Performance_on_an_Entrance_Examination,11,"Performance in Common Entrance Examination (CEE), Sex of the Candidate, Caste of the Candidate, Whether the candidate attended any coaching classes within Assam, outside Assam or n","medium, time, Performance, Class_ten_education, coaching, Class_X_Percentage, Father_occupation, Mother_occupation, twel"
795,disclosure_x_tampered,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Can/US, Civil, binaryClass, Age"
931,disclosure_z,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Can/US, Civil, binaryClass, Age"
827,disclosure_x_noise,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Can/US, Civil, binaryClass, Age"
